Nr      tilename      min_lat      max_lat      min_lon      max_lon
14061      N82W072_full      82.001      82.999      -71.999      -71.001
14062      N82W073_full      82.001      82.999      -72.999      -72.001
14063      N82W074_full      82.001      82.999      -73.999      -73.001
14064      N82W075_full      82.001      82.999      -74.999      -74.001
14065      N82W076_full      82.001      82.999      -75.999      -75.001
14066      N82W077_full      82.001      82.999      -76.999      -76.001
14067      N82W078_full      82.001      82.999      -77.999      -77.001
14068      N82W079_full      82.001      82.999      -78.999      -78.001
14069      N82W080_full      82.001      82.999      -79.999      -79.001
14070      N82W081_full      82.001      82.999      -80.999      -80.001
14071      N82W082_full      82.001      82.999      -81.999      -81.001
14072      N82W083_full      82.001      82.999      -82.999      -82.001
14073      N82W084_full      82.001      82.999      -83.999      -83.001
14074      N82W085_full      82.001      82.999      -84.999      -84.001
14075      N82W086_full      82.001      82.999      -85.999      -85.001
14076      N82W087_full      82.001      82.999      -86.999      -86.001
14077      N82W088_full      82.001      82.999      -87.999      -87.001
14078      N82W089_full      82.001      82.999      -88.999      -88.001
14079      N83W061_full      83.001      83.999      -60.999      -60.001
14080      N83W062_full      83.001      83.999      -61.999      -61.001
14081      N83W063_full      83.001      83.999      -62.999      -62.001
14082      N83W064_full      83.001      83.999      -63.999      -63.001
14083      N83W065_full      83.001      83.999      -64.999      -64.001
14084      N83W066_full      83.001      83.999      -65.999      -65.001
14085      N83W067_full      83.001      83.999      -66.999      -66.001
14086      N83W068_full      83.001      83.999      -67.999      -67.001
14087      N83W069_full      83.001      83.999      -68.999      -68.001
14088      N83W070_full      83.001      83.999      -69.999      -69.001
14089      N83W071_full      83.001      83.999      -70.999      -70.001
14090      N83W072_full      83.001      83.999      -71.999      -71.001
14091      N83W073_full      83.001      83.999      -72.999      -72.001
14092      N83W074_full      83.001      83.999      -73.999      -73.001
14093      N83W075_full      83.001      83.999      -74.999      -74.001
14094      N83W076_full      83.001      83.999      -75.999      -75.001
14095      N83W077_full      83.001      83.999      -76.999      -76.001
14096      N83W078_full      83.001      83.999      -77.999      -77.001
14097      N83W079_full      83.001      83.999      -78.999      -78.001
14098      N83W080_full      83.001      83.999      -79.999      -79.001
14099      N84W061_full      84.001      84.999      -60.999      -60.001
14100      N84W062_full      84.001      84.999      -61.999      -61.001
14101      N84W063_full      84.001      84.999      -62.999      -62.001
14102      N84W064_full      84.001      84.999      -63.999      -63.001
14103      N84W065_full      84.001      84.999      -64.999      -64.001
14104      N84W066_full      84.001      84.999      -65.999      -65.001
14105      N84W067_full      84.001      84.999      -66.999      -66.001
14106      N84W068_full      84.001      84.999      -67.999      -67.001
14107      N84W069_full      84.001      84.999      -68.999      -68.001
14108      N84W070_full      84.001      84.999      -69.999      -69.001
14109      N84W071_full      84.001      84.999      -70.999      -70.001
14110      N84W072_full      84.001      84.999      -71.999      -71.001
14111      N84W073_full      84.001      84.999      -72.999      -72.001
14112      N84W074_full      84.001      84.999      -73.999      -73.001
14113      N84W075_full      84.001      84.999      -74.999      -74.001
14114      N84W076_full      84.001      84.999      -75.999      -75.001
14115      N84W077_full      84.001      84.999      -76.999      -76.001
14116      N84W078_full      84.001      84.999      -77.999      -77.001
14117      N84W079_full      84.001      84.999      -78.999      -78.001
14118      N84W080_full      84.001      84.999      -79.999      -79.001
14119      N60W095_full      60.001      60.999      -94.999      -94.001
14120      N60W096_full      60.001      60.999      -95.999      -95.001
14121      N60W097_full      60.001      60.999      -96.999      -96.001
14122      N60W098_full      60.001      60.999      -97.999      -97.001
14123      N60W099_full      60.001      60.999      -98.999      -98.001
14124      N60W100_full      60.001      60.999      -99.999      -99.001
14125      N60W101_full      60.001      60.999      -100.999      -100.001
14126      N60W102_full      60.001      60.999      -101.999      -101.001
14127      N60W103_full      60.001      60.999      -102.999      -102.001
14128      N60W104_full      60.001      60.999      -103.999      -103.001
14129      N60W105_full      60.001      60.999      -104.999      -104.001
14130      N60W106_full      60.001      60.999      -105.999      -105.001
14131      N60W107_full      60.001      60.999      -106.999      -106.001
14132      N60W108_full      60.001      60.999      -107.999      -107.001
14133      N60W109_full      60.001      60.999      -108.999      -108.001
14134      N60W110_full      60.001      60.999      -109.999      -109.001
14135      N60W111_full      60.001      60.999      -110.999      -110.001
14136      N60W112_full      60.001      60.999      -111.999      -111.001
14137      N60W113_full      60.001      60.999      -112.999      -112.001
14138      N60W114_full      60.001      60.999      -113.999      -113.001
14139      N60W115_full      60.001      60.999      -114.999      -114.001
14140      N60W116_full      60.001      60.999      -115.999      -115.001
14141      N60W117_full      60.001      60.999      -116.999      -116.001
14142      N60W118_full      60.001      60.999      -117.999      -117.001
14143      N60W119_full      60.001      60.999      -118.999      -118.001
14144      N60W120_full      60.001      60.999      -119.999      -119.001
14145      N61W093_full      61.001      61.999      -92.999      -92.001
14146      N61W094_full      61.001      61.999      -93.999      -93.001
14147      N61W095_full      61.001      61.999      -94.999      -94.001
14148      N61W096_full      61.001      61.999      -95.999      -95.001
14149      N61W097_full      61.001      61.999      -96.999      -96.001
14150      N61W098_full      61.001      61.999      -97.999      -97.001
14151      N61W099_full      61.001      61.999      -98.999      -98.001
14152      N61W100_full      61.001      61.999      -99.999      -99.001
14153      N61W101_full      61.001      61.999      -100.999      -100.001
14154      N61W102_full      61.001      61.999      -101.999      -101.001
14155      N61W103_full      61.001      61.999      -102.999      -102.001
14156      N61W104_full      61.001      61.999      -103.999      -103.001
14157      N61W105_full      61.001      61.999      -104.999      -104.001
14158      N61W106_full      61.001      61.999      -105.999      -105.001
14159      N61W107_full      61.001      61.999      -106.999      -106.001
14160      N61W108_full      61.001      61.999      -107.999      -107.001
14161      N61W109_full      61.001      61.999      -108.999      -108.001
14162      N61W110_full      61.001      61.999      -109.999      -109.001
14163      N61W111_full      61.001      61.999      -110.999      -110.001
14164      N61W112_full      61.001      61.999      -111.999      -111.001
14165      N61W113_full      61.001      61.999      -112.999      -112.001
14166      N61W114_full      61.001      61.999      -113.999      -113.001
14167      N61W115_full      61.001      61.999      -114.999      -114.001
14168      N61W116_full      61.001      61.999      -115.999      -115.001
14169      N61W117_full      61.001      61.999      -116.999      -116.001
14170      N61W118_full      61.001      61.999      -117.999      -117.001
14171      N61W119_full      61.001      61.999      -118.999      -118.001
14172      N61W120_full      61.001      61.999      -119.999      -119.001
14173      N62W091_full      62.001      62.999      -90.999      -90.001
14174      N62W092_full      62.001      62.999      -91.999      -91.001
14175      N62W093_full      62.001      62.999      -92.999      -92.001
14176      N62W094_full      62.001      62.999      -93.999      -93.001
14177      N62W095_full      62.001      62.999      -94.999      -94.001
14178      N62W096_full      62.001      62.999      -95.999      -95.001
14179      N62W097_full      62.001      62.999      -96.999      -96.001
14180      N62W098_full      62.001      62.999      -97.999      -97.001
14181      N62W099_full      62.001      62.999      -98.999      -98.001
14182      N62W100_full      62.001      62.999      -99.999      -99.001
14183      N62W101_full      62.001      62.999      -100.999      -100.001
14184      N62W102_full      62.001      62.999      -101.999      -101.001
14185      N62W103_full      62.001      62.999      -102.999      -102.001
14186      N62W104_full      62.001      62.999      -103.999      -103.001
14187      N62W105_full      62.001      62.999      -104.999      -104.001
14188      N62W106_full      62.001      62.999      -105.999      -105.001
14189      N62W107_full      62.001      62.999      -106.999      -106.001
14190      N62W108_full      62.001      62.999      -107.999      -107.001
14191      N62W109_full      62.001      62.999      -108.999      -108.001
14192      N62W110_full      62.001      62.999      -109.999      -109.001
14193      N62W111_full      62.001      62.999      -110.999      -110.001
14194      N62W112_full      62.001      62.999      -111.999      -111.001
14195      N62W113_full      62.001      62.999      -112.999      -112.001
14196      N62W114_full      62.001      62.999      -113.999      -113.001
14197      N62W115_full      62.001      62.999      -114.999      -114.001
14198      N62W116_full      62.001      62.999      -115.999      -115.001
14199      N62W117_full      62.001      62.999      -116.999      -116.001
14200      N62W118_full      62.001      62.999      -117.999      -117.001
14201      N62W119_full      62.001      62.999      -118.999      -118.001
14202      N62W120_full      62.001      62.999      -119.999      -119.001
14203      N63W091_full      63.001      63.999      -90.999      -90.001
14204      N63W092_full      63.001      63.999      -91.999      -91.001
14205      N63W093_full      63.001      63.999      -92.999      -92.001
14206      N63W094_full      63.001      63.999      -93.999      -93.001
14207      N63W095_full      63.001      63.999      -94.999      -94.001
14208      N63W096_full      63.001      63.999      -95.999      -95.001
14209      N63W097_full      63.001      63.999      -96.999      -96.001
14210      N63W098_full      63.001      63.999      -97.999      -97.001
14211      N63W099_full      63.001      63.999      -98.999      -98.001
14212      N63W100_full      63.001      63.999      -99.999      -99.001
14213      N63W101_full      63.001      63.999      -100.999      -100.001
14214      N63W102_full      63.001      63.999      -101.999      -101.001
14215      N63W103_full      63.001      63.999      -102.999      -102.001
14216      N63W104_full      63.001      63.999      -103.999      -103.001
14217      N63W105_full      63.001      63.999      -104.999      -104.001
14218      N63W106_full      63.001      63.999      -105.999      -105.001
14219      N63W107_full      63.001      63.999      -106.999      -106.001
14220      N63W108_full      63.001      63.999      -107.999      -107.001
14221      N63W109_full      63.001      63.999      -108.999      -108.001
14222      N63W110_full      63.001      63.999      -109.999      -109.001
14223      N63W111_full      63.001      63.999      -110.999      -110.001
14224      N63W112_full      63.001      63.999      -111.999      -111.001
14225      N63W113_full      63.001      63.999      -112.999      -112.001
14226      N63W114_full      63.001      63.999      -113.999      -113.001
14227      N63W115_full      63.001      63.999      -114.999      -114.001
14228      N63W116_full      63.001      63.999      -115.999      -115.001
14229      N63W117_full      63.001      63.999      -116.999      -116.001
14230      N63W118_full      63.001      63.999      -117.999      -117.001
14231      N63W119_full      63.001      63.999      -118.999      -118.001
14232      N63W120_full      63.001      63.999      -119.999      -119.001
14233      N64W091_full      64.001      64.999      -90.999      -90.001
14234      N64W092_full      64.001      64.999      -91.999      -91.001
14235      N64W093_full      64.001      64.999      -92.999      -92.001
14236      N64W094_full      64.001      64.999      -93.999      -93.001
14237      N64W095_full      64.001      64.999      -94.999      -94.001
14238      N64W096_full      64.001      64.999      -95.999      -95.001
14239      N64W097_full      64.001      64.999      -96.999      -96.001
14240      N64W098_full      64.001      64.999      -97.999      -97.001
14241      N64W099_full      64.001      64.999      -98.999      -98.001
14242      N64W100_full      64.001      64.999      -99.999      -99.001
14243      N64W101_full      64.001      64.999      -100.999      -100.001
14244      N64W102_full      64.001      64.999      -101.999      -101.001
14245      N64W103_full      64.001      64.999      -102.999      -102.001
14246      N64W104_full      64.001      64.999      -103.999      -103.001
14247      N64W105_full      64.001      64.999      -104.999      -104.001
14248      N64W106_full      64.001      64.999      -105.999      -105.001
14249      N64W107_full      64.001      64.999      -106.999      -106.001
14250      N64W108_full      64.001      64.999      -107.999      -107.001
14251      N64W109_full      64.001      64.999      -108.999      -108.001
14252      N64W110_full      64.001      64.999      -109.999      -109.001
14253      N64W111_full      64.001      64.999      -110.999      -110.001
14254      N64W112_full      64.001      64.999      -111.999      -111.001
14255      N64W113_full      64.001      64.999      -112.999      -112.001
14256      N64W114_full      64.001      64.999      -113.999      -113.001
14257      N64W115_full      64.001      64.999      -114.999      -114.001
14258      N64W116_full      64.001      64.999      -115.999      -115.001
14259      N64W117_full      64.001      64.999      -116.999      -116.001
14260      N64W118_full      64.001      64.999      -117.999      -117.001
14261      N64W119_full      64.001      64.999      -118.999      -118.001
14262      N64W120_full      64.001      64.999      -119.999      -119.001
14263      N65W091_full      65.001      65.999      -90.999      -90.001
14264      N65W092_full      65.001      65.999      -91.999      -91.001
14265      N65W093_full      65.001      65.999      -92.999      -92.001
14266      N65W094_full      65.001      65.999      -93.999      -93.001
14267      N65W095_full      65.001      65.999      -94.999      -94.001
14268      N65W096_full      65.001      65.999      -95.999      -95.001
14269      N65W097_full      65.001      65.999      -96.999      -96.001
14270      N65W098_full      65.001      65.999      -97.999      -97.001
14271      N65W099_full      65.001      65.999      -98.999      -98.001
14272      N65W100_full      65.001      65.999      -99.999      -99.001
14273      N65W101_full      65.001      65.999      -100.999      -100.001
14274      N65W102_full      65.001      65.999      -101.999      -101.001
14275      N65W103_full      65.001      65.999      -102.999      -102.001
14276      N65W104_full      65.001      65.999      -103.999      -103.001
14277      N65W105_full      65.001      65.999      -104.999      -104.001
14278      N65W106_full      65.001      65.999      -105.999      -105.001
14279      N65W107_full      65.001      65.999      -106.999      -106.001
14280      N65W108_full      65.001      65.999      -107.999      -107.001
14281      N65W109_full      65.001      65.999      -108.999      -108.001
14282      N65W110_full      65.001      65.999      -109.999      -109.001
14283      N65W111_full      65.001      65.999      -110.999      -110.001
14284      N65W112_full      65.001      65.999      -111.999      -111.001
14285      N65W113_full      65.001      65.999      -112.999      -112.001
14286      N65W114_full      65.001      65.999      -113.999      -113.001
14287      N65W115_full      65.001      65.999      -114.999      -114.001
14288      N65W116_full      65.001      65.999      -115.999      -115.001
14289      N65W117_full      65.001      65.999      -116.999      -116.001
14290      N65W118_full      65.001      65.999      -117.999      -117.001
14291      N65W119_full      65.001      65.999      -118.999      -118.001
14292      N65W120_full      65.001      65.999      -119.999      -119.001
14293      N66W091_full      66.001      66.999      -90.999      -90.001
14294      N66W092_full      66.001      66.999      -91.999      -91.001
14295      N66W093_full      66.001      66.999      -92.999      -92.001
14296      N66W094_full      66.001      66.999      -93.999      -93.001
14297      N66W095_full      66.001      66.999      -94.999      -94.001
14298      N66W096_full      66.001      66.999      -95.999      -95.001
14299      N66W097_full      66.001      66.999      -96.999      -96.001
14300      N66W098_full      66.001      66.999      -97.999      -97.001
14301      N66W099_full      66.001      66.999      -98.999      -98.001
14302      N66W100_full      66.001      66.999      -99.999      -99.001
14303      N66W101_full      66.001      66.999      -100.999      -100.001
14304      N66W102_full      66.001      66.999      -101.999      -101.001
14305      N66W103_full      66.001      66.999      -102.999      -102.001
14306      N66W104_full      66.001      66.999      -103.999      -103.001
14307      N66W105_full      66.001      66.999      -104.999      -104.001
14308      N66W106_full      66.001      66.999      -105.999      -105.001
14309      N66W107_full      66.001      66.999      -106.999      -106.001
14310      N66W108_full      66.001      66.999      -107.999      -107.001
14311      N66W109_full      66.001      66.999      -108.999      -108.001
14312      N66W110_full      66.001      66.999      -109.999      -109.001
14313      N66W111_full      66.001      66.999      -110.999      -110.001
14314      N66W112_full      66.001      66.999      -111.999      -111.001
14315      N66W113_full      66.001      66.999      -112.999      -112.001
14316      N66W114_full      66.001      66.999      -113.999      -113.001
14317      N66W115_full      66.001      66.999      -114.999      -114.001
14318      N66W116_full      66.001      66.999      -115.999      -115.001
14319      N66W117_full      66.001      66.999      -116.999      -116.001
14320      N66W118_full      66.001      66.999      -117.999      -117.001
14321      N66W119_full      66.001      66.999      -118.999      -118.001
14322      N66W120_full      66.001      66.999      -119.999      -119.001
14323      N67W091_full      67.001      67.999      -90.999      -90.001
14324      N67W092_full      67.001      67.999      -91.999      -91.001
14325      N67W093_full      67.001      67.999      -92.999      -92.001
14326      N67W094_full      67.001      67.999      -93.999      -93.001
14327      N67W095_full      67.001      67.999      -94.999      -94.001
14328      N67W096_full      67.001      67.999      -95.999      -95.001
14329      N67W097_full      67.001      67.999      -96.999      -96.001
14330      N67W098_full      67.001      67.999      -97.999      -97.001
14331      N67W099_full      67.001      67.999      -98.999      -98.001
14332      N67W100_full      67.001      67.999      -99.999      -99.001
14333      N67W101_full      67.001      67.999      -100.999      -100.001
14334      N67W102_full      67.001      67.999      -101.999      -101.001
14335      N67W103_full      67.001      67.999      -102.999      -102.001
14336      N67W104_full      67.001      67.999      -103.999      -103.001
14337      N67W105_full      67.001      67.999      -104.999      -104.001
14338      N67W106_full      67.001      67.999      -105.999      -105.001
14339      N67W107_full      67.001      67.999      -106.999      -106.001
14340      N67W108_full      67.001      67.999      -107.999      -107.001
14341      N67W109_full      67.001      67.999      -108.999      -108.001
14342      N67W110_full      67.001      67.999      -109.999      -109.001
14343      N67W111_full      67.001      67.999      -110.999      -110.001
14344      N67W112_full      67.001      67.999      -111.999      -111.001
14345      N67W113_full      67.001      67.999      -112.999      -112.001
14346      N67W114_full      67.001      67.999      -113.999      -113.001
14347      N67W115_full      67.001      67.999      -114.999      -114.001
14348      N67W116_full      67.001      67.999      -115.999      -115.001
14349      N67W117_full      67.001      67.999      -116.999      -116.001
14350      N67W118_full      67.001      67.999      -117.999      -117.001
14351      N67W119_full      67.001      67.999      -118.999      -118.001
14352      N67W120_full      67.001      67.999      -119.999      -119.001
14353      N68W091_full      68.001      68.999      -90.999      -90.001
14354      N68W092_full      68.001      68.999      -91.999      -91.001
14355      N68W093_full      68.001      68.999      -92.999      -92.001
14356      N68W094_full      68.001      68.999      -93.999      -93.001
14357      N68W095_full      68.001      68.999      -94.999      -94.001
14358      N68W096_full      68.001      68.999      -95.999      -95.001
14359      N68W097_full      68.001      68.999      -96.999      -96.001
14360      N68W098_full      68.001      68.999      -97.999      -97.001
14361      N68W099_full      68.001      68.999      -98.999      -98.001
14362      N68W100_full      68.001      68.999      -99.999      -99.001
14363      N68W101_full      68.001      68.999      -100.999      -100.001
14364      N68W102_full      68.001      68.999      -101.999      -101.001
14365      N68W103_full      68.001      68.999      -102.999      -102.001
14366      N68W104_full      68.001      68.999      -103.999      -103.001
14367      N68W105_full      68.001      68.999      -104.999      -104.001
14368      N68W106_full      68.001      68.999      -105.999      -105.001
14369      N68W107_full      68.001      68.999      -106.999      -106.001
14370      N68W108_full      68.001      68.999      -107.999      -107.001
14371      N68W109_full      68.001      68.999      -108.999      -108.001
14372      N68W110_full      68.001      68.999      -109.999      -109.001
14373      N68W111_full      68.001      68.999      -110.999      -110.001
14374      N68W112_full      68.001      68.999      -111.999      -111.001
14375      N68W113_full      68.001      68.999      -112.999      -112.001
14376      N68W114_full      68.001      68.999      -113.999      -113.001
14377      N68W115_full      68.001      68.999      -114.999      -114.001
14378      N68W116_full      68.001      68.999      -115.999      -115.001
14379      N68W117_full      68.001      68.999      -116.999      -116.001
14380      N68W118_full      68.001      68.999      -117.999      -117.001
14381      N68W119_full      68.001      68.999      -118.999      -118.001
14382      N68W120_full      68.001      68.999      -119.999      -119.001
14383      N69W091_full      69.001      69.999      -90.999      -90.001
14384      N69W092_full      69.001      69.999      -91.999      -91.001
14385      N69W093_full      69.001      69.999      -92.999      -92.001
14386      N69W094_full      69.001      69.999      -93.999      -93.001
14387      N69W095_full      69.001      69.999      -94.999      -94.001
14388      N69W096_full      69.001      69.999      -95.999      -95.001
14389      N69W097_full      69.001      69.999      -96.999      -96.001
14390      N69W098_full      69.001      69.999      -97.999      -97.001
14391      N69W099_full      69.001      69.999      -98.999      -98.001
14392      N69W100_full      69.001      69.999      -99.999      -99.001
14393      N69W101_full      69.001      69.999      -100.999      -100.001
14394      N69W102_full      69.001      69.999      -101.999      -101.001
14395      N69W103_full      69.001      69.999      -102.999      -102.001
14396      N69W104_full      69.001      69.999      -103.999      -103.001
14397      N69W105_full      69.001      69.999      -104.999      -104.001
14398      N69W106_full      69.001      69.999      -105.999      -105.001
14399      N69W107_full      69.001      69.999      -106.999      -106.001
14400      N69W108_full      69.001      69.999      -107.999      -107.001
14401      N69W109_full      69.001      69.999      -108.999      -108.001
14402      N69W110_full      69.001      69.999      -109.999      -109.001
14403      N69W111_full      69.001      69.999      -110.999      -110.001
14404      N69W112_full      69.001      69.999      -111.999      -111.001
14405      N69W113_full      69.001      69.999      -112.999      -112.001
14406      N69W114_full      69.001      69.999      -113.999      -113.001
14407      N69W115_full      69.001      69.999      -114.999      -114.001
14408      N69W116_full      69.001      69.999      -115.999      -115.001
14409      N69W117_full      69.001      69.999      -116.999      -116.001
14410      N69W118_full      69.001      69.999      -117.999      -117.001
14411      N69W119_full      69.001      69.999      -118.999      -118.001
14412      N69W120_full      69.001      69.999      -119.999      -119.001
14413      N70W091_full      70.001      70.999      -90.999      -90.001
14414      N70W092_full      70.001      70.999      -91.999      -91.001
14415      N70W093_full      70.001      70.999      -92.999      -92.001
14416      N70W094_full      70.001      70.999      -93.999      -93.001
14417      N70W095_full      70.001      70.999      -94.999      -94.001
14418      N70W096_full      70.001      70.999      -95.999      -95.001
14419      N70W097_full      70.001      70.999      -96.999      -96.001
14420      N70W101_full      70.001      70.999      -100.999      -100.001
14421      N70W102_full      70.001      70.999      -101.999      -101.001
14422      N70W103_full      70.001      70.999      -102.999      -102.001
14423      N70W104_full      70.001      70.999      -103.999      -103.001
14424      N70W105_full      70.001      70.999      -104.999      -104.001
14425      N70W106_full      70.001      70.999      -105.999      -105.001
14426      N70W107_full      70.001      70.999      -106.999      -106.001
14427      N70W108_full      70.001      70.999      -107.999      -107.001
14428      N70W109_full      70.001      70.999      -108.999      -108.001
14429      N70W110_full      70.001      70.999      -109.999      -109.001
14430      N70W111_full      70.001      70.999      -110.999      -110.001
14431      N70W112_full      70.001      70.999      -111.999      -111.001
14432      N70W113_full      70.001      70.999      -112.999      -112.001
14433      N70W114_full      70.001      70.999      -113.999      -113.001
14434      N70W115_full      70.001      70.999      -114.999      -114.001
14435      N70W116_full      70.001      70.999      -115.999      -115.001
14436      N70W117_full      70.001      70.999      -116.999      -116.001
14437      N70W118_full      70.001      70.999      -117.999      -117.001
14438      N70W119_full      70.001      70.999      -118.999      -118.001
14439      N71W091_full      71.001      71.999      -90.999      -90.001
14440      N71W093_full      71.001      71.999      -92.999      -92.001
14441      N71W094_full      71.001      71.999      -93.999      -93.001
14442      N71W095_full      71.001      71.999      -94.999      -94.001
14443      N71W096_full      71.001      71.999      -95.999      -95.001
14444      N71W097_full      71.001      71.999      -96.999      -96.001
14445      N71W098_full      71.001      71.999      -97.999      -97.001
14446      N71W099_full      71.001      71.999      -98.999      -98.001
14447      N71W100_full      71.001      71.999      -99.999      -99.001
14448      N71W101_full      71.001      71.999      -100.999      -100.001
14449      N71W105_full      71.001      71.999      -104.999      -104.001
14450      N71W106_full      71.001      71.999      -105.999      -105.001
14451      N71W107_full      71.001      71.999      -106.999      -106.001
14452      N71W108_full      71.001      71.999      -107.999      -107.001
14453      N71W109_full      71.001      71.999      -108.999      -108.001
14454      N71W110_full      71.001      71.999      -109.999      -109.001
14455      N71W111_full      71.001      71.999      -110.999      -110.001
14456      N71W112_full      71.001      71.999      -111.999      -111.001
14457      N71W113_full      71.001      71.999      -112.999      -112.001
14458      N71W114_full      71.001      71.999      -113.999      -113.001
14459      N71W115_full      71.001      71.999      -114.999      -114.001
14460      N71W116_full      71.001      71.999      -115.999      -115.001
14461      N71W117_full      71.001      71.999      -116.999      -116.001
14462      N71W118_full      71.001      71.999      -117.999      -117.001
14463      N71W119_full      71.001      71.999      -118.999      -118.001
14464      N71W120_full      71.001      71.999      -119.999      -119.001
14465      N72W091_full      72.001      72.999      -90.999      -90.001
14466      N72W092_full      72.001      72.999      -91.999      -91.001
14467      N72W093_full      72.001      72.999      -92.999      -92.001
14468      N72W094_full      72.001      72.999      -93.999      -93.001
14469      N72W095_full      72.001      72.999      -94.999      -94.001
14470      N72W096_full      72.001      72.999      -95.999      -95.001
14471      N72W097_full      72.001      72.999      -96.999      -96.001
14472      N72W098_full      72.001      72.999      -97.999      -97.001
14473      N72W099_full      72.001      72.999      -98.999      -98.001
14474      N72W100_full      72.001      72.999      -99.999      -99.001
14475      N72W101_full      72.001      72.999      -100.999      -100.001
14476      N72W102_full      72.001      72.999      -101.999      -101.001
14477      N72W103_full      72.001      72.999      -102.999      -102.001
14478      N72W105_full      72.001      72.999      -104.999      -104.001
14479      N72W106_full      72.001      72.999      -105.999      -105.001
14480      N72W107_full      72.001      72.999      -106.999      -106.001
14481      N72W108_full      72.001      72.999      -107.999      -107.001
14482      N72W109_full      72.001      72.999      -108.999      -108.001
14483      N72W110_full      72.001      72.999      -109.999      -109.001
14484      N72W111_full      72.001      72.999      -110.999      -110.001
14485      N72W112_full      72.001      72.999      -111.999      -111.001
14486      N72W113_full      72.001      72.999      -112.999      -112.001
14487      N72W114_full      72.001      72.999      -113.999      -113.001
14488      N72W115_full      72.001      72.999      -114.999      -114.001
14489      N72W116_full      72.001      72.999      -115.999      -115.001
14490      N72W117_full      72.001      72.999      -116.999      -116.001
14491      N72W118_full      72.001      72.999      -117.999      -117.001
14492      N72W119_full      72.001      72.999      -118.999      -118.001
14493      N72W120_full      72.001      72.999      -119.999      -119.001
14494      N73W091_full      73.001      73.999      -90.999      -90.001
14495      N73W092_full      73.001      73.999      -91.999      -91.001
14496      N73W093_full      73.001      73.999      -92.999      -92.001
14497      N73W094_full      73.001      73.999      -93.999      -93.001
14498      N73W095_full      73.001      73.999      -94.999      -94.001
14499      N73W096_full      73.001      73.999      -95.999      -95.001
14500      N73W097_full      73.001      73.999      -96.999      -96.001
14501      N73W098_full      73.001      73.999      -97.999      -97.001
14502      N73W099_full      73.001      73.999      -98.999      -98.001
14503      N73W100_full      73.001      73.999      -99.999      -99.001
14504      N73W101_full      73.001      73.999      -100.999      -100.001
14505      N73W102_full      73.001      73.999      -101.999      -101.001
14506      N73W103_full      73.001      73.999      -102.999      -102.001
14507      N73W105_full      73.001      73.999      -104.999      -104.001
14508      N73W106_full      73.001      73.999      -105.999      -105.001
14509      N73W107_full      73.001      73.999      -106.999      -106.001
14510      N73W108_full      73.001      73.999      -107.999      -107.001
14511      N73W109_full      73.001      73.999      -108.999      -108.001
14512      N73W111_full      73.001      73.999      -110.999      -110.001
14513      N73W113_full      73.001      73.999      -112.999      -112.001
14514      N73W114_full      73.001      73.999      -113.999      -113.001
14515      N73W115_full      73.001      73.999      -114.999      -114.001
14516      N73W116_full      73.001      73.999      -115.999      -115.001
14517      N73W117_full      73.001      73.999      -116.999      -116.001
14518      N73W118_full      73.001      73.999      -117.999      -117.001
14519      N73W119_full      73.001      73.999      -118.999      -118.001
14520      N73W120_full      73.001      73.999      -119.999      -119.001
14521      N74W091_full      74.001      74.999      -90.999      -90.001
14522      N74W092_full      74.001      74.999      -91.999      -91.001
14523      N74W093_full      74.001      74.999      -92.999      -92.001
14524      N74W094_full      74.001      74.999      -93.999      -93.001
14525      N74W095_full      74.001      74.999      -94.999      -94.001
14526      N74W096_full      74.001      74.999      -95.999      -95.001
14527      N74W097_full      74.001      74.999      -96.999      -96.001
14528      N74W098_full      74.001      74.999      -97.999      -97.001
14529      N74W099_full      74.001      74.999      -98.999      -98.001
14530      N74W100_full      74.001      74.999      -99.999      -99.001
14531      N74W101_full      74.001      74.999      -100.999      -100.001
14532      N74W107_full      74.001      74.999      -106.999      -106.001
14533      N74W108_full      74.001      74.999      -107.999      -107.001
14534      N74W109_full      74.001      74.999      -108.999      -108.001
14535      N74W110_full      74.001      74.999      -109.999      -109.001
14536      N74W111_full      74.001      74.999      -110.999      -110.001
14537      N74W112_full      74.001      74.999      -111.999      -111.001
14538      N74W113_full      74.001      74.999      -112.999      -112.001
14539      N74W114_full      74.001      74.999      -113.999      -113.001
14540      N74W115_full      74.001      74.999      -114.999      -114.001
14541      N74W116_full      74.001      74.999      -115.999      -115.001
14542      N74W117_full      74.001      74.999      -116.999      -116.001
14543      N74W118_full      74.001      74.999      -117.999      -117.001
14544      N74W119_full      74.001      74.999      -118.999      -118.001
14545      N74W120_full      74.001      74.999      -119.999      -119.001
14546      N75W091_full      75.001      75.999      -90.999      -90.001
14547      N75W092_full      75.001      75.999      -91.999      -91.001
14548      N75W093_full      75.001      75.999      -92.999      -92.001
14549      N75W094_full      75.001      75.999      -93.999      -93.001
14550      N75W095_full      75.001      75.999      -94.999      -94.001
14551      N75W096_full      75.001      75.999      -95.999      -95.001
14552      N75W097_full      75.001      75.999      -96.999      -96.001
14553      N75W098_full      75.001      75.999      -97.999      -97.001
14554      N75W099_full      75.001      75.999      -98.999      -98.001
14555      N75W100_full      75.001      75.999      -99.999      -99.001
14556      N75W101_full      75.001      75.999      -100.999      -100.001
14557      N75W102_full      75.001      75.999      -101.999      -101.001
14558      N75W103_full      75.001      75.999      -102.999      -102.001
14559      N75W104_full      75.001      75.999      -103.999      -103.001
