Nr      tilename      min_lat      max_lat      min_lon      max_lon
1922      N29E061_full      29.001      29.999      61.001      61.999
1923      N29E062_full      29.001      29.999      62.001      62.999
1924      N29E063_full      29.001      29.999      63.001      63.999
1925      N29E064_full      29.001      29.999      64.001      64.999
1926      N29E065_full      29.001      29.999      65.001      65.999
1927      N29E066_full      29.001      29.999      66.001      66.999
1928      N29E067_full      29.001      29.999      67.001      67.999
1929      N29E068_full      29.001      29.999      68.001      68.999
1930      N29E069_full      29.001      29.999      69.001      69.999
1931      N29E070_full      29.001      29.999      70.001      70.999
1932      N29E071_full      29.001      29.999      71.001      71.999
1933      N29E072_full      29.001      29.999      72.001      72.999
1934      N29E073_full      29.001      29.999      73.001      73.999
1935      N29E074_full      29.001      29.999      74.001      74.999
1936      N29E075_full      29.001      29.999      75.001      75.999
1937      N29E076_full      29.001      29.999      76.001      76.999
1938      N29E077_full      29.001      29.999      77.001      77.999
1939      N29E078_full      29.001      29.999      78.001      78.999
1940      N29E079_full      29.001      29.999      79.001      79.999
1941      N29E080_full      29.001      29.999      80.001      80.999
1942      N29E081_full      29.001      29.999      81.001      81.999
1943      N29E082_full      29.001      29.999      82.001      82.999
1944      N29E083_full      29.001      29.999      83.001      83.999
1945      N29E084_full      29.001      29.999      84.001      84.999
1946      N29E085_full      29.001      29.999      85.001      85.999
1947      N29E086_full      29.001      29.999      86.001      86.999
1948      N29E087_full      29.001      29.999      87.001      87.999
1949      N29E088_full      29.001      29.999      88.001      88.999
1950      N29E089_full      29.001      29.999      89.001      89.999
1951      N00E097_full      0.001      0.999      97.001      97.999
1952      N00E098_full      0.001      0.999      98.001      98.999
1953      N00E099_full      0.001      0.999      99.001      99.999
1954      N00E100_full      0.001      0.999      100.001      100.999
1955      N00E101_full      0.001      0.999      101.001      101.999
1956      N00E102_full      0.001      0.999      102.001      102.999
1957      N00E103_full      0.001      0.999      103.001      103.999
1958      N00E104_full      0.001      0.999      104.001      104.999
1959      N00E106_full      0.001      0.999      106.001      106.999
1960      N00E107_full      0.001      0.999      107.001      107.999
1961      N00E108_full      0.001      0.999      108.001      108.999
1962      N00E109_full      0.001      0.999      109.001      109.999
1963      N00E110_full      0.001      0.999      110.001      110.999
1964      N00E111_full      0.001      0.999      111.001      111.999
1965      N00E112_full      0.001      0.999      112.001      112.999
1966      N00E113_full      0.001      0.999      113.001      113.999
1967      N00E114_full      0.001      0.999      114.001      114.999
1968      N00E115_full      0.001      0.999      115.001      115.999
1969      N00E116_full      0.001      0.999      116.001      116.999
1970      N00E117_full      0.001      0.999      117.001      117.999
1971      N00E118_full      0.001      0.999      118.001      118.999
1972      N00E119_full      0.001      0.999      119.001      119.999
1973      N01E097_full      1.001      1.999      97.001      97.999
1974      N01E098_full      1.001      1.999      98.001      98.999
1975      N01E099_full      1.001      1.999      99.001      99.999
1976      N01E100_full      1.001      1.999      100.001      100.999
1977      N01E101_full      1.001      1.999      101.001      101.999
1978      N01E102_full      1.001      1.999      102.001      102.999
1979      N01E103_full      1.001      1.999      103.001      103.999
1980      N01E104_full      1.001      1.999      104.001      104.999
1981      N01E106_full      1.001      1.999      106.001      106.999
1982      N01E107_full      1.001      1.999      107.001      107.999
1983      N01E108_full      1.001      1.999      108.001      108.999
1984      N01E109_full      1.001      1.999      109.001      109.999
1985      N01E110_full      1.001      1.999      110.001      110.999
1986      N01E111_full      1.001      1.999      111.001      111.999
1987      N01E112_full      1.001      1.999      112.001      112.999
1988      N01E113_full      1.001      1.999      113.001      113.999
1989      N01E114_full      1.001      1.999      114.001      114.999
1990      N01E115_full      1.001      1.999      115.001      115.999
1991      N01E116_full      1.001      1.999      116.001      116.999
1992      N01E117_full      1.001      1.999      117.001      117.999
1993      N01E118_full      1.001      1.999      118.001      118.999
1994      N01E119_full      1.001      1.999      119.001      119.999
1995      N02E095_full      2.001      2.999      95.001      95.999
1996      N02E096_full      2.001      2.999      96.001      96.999
1997      N02E097_full      2.001      2.999      97.001      97.999
1998      N02E098_full      2.001      2.999      98.001      98.999
1999      N02E099_full      2.001      2.999      99.001      99.999
2000      N02E100_full      2.001      2.999      100.001      100.999
2001      N02E101_full      2.001      2.999      101.001      101.999
2002      N02E102_full      2.001      2.999      102.001      102.999
2003      N02E103_full      2.001      2.999      103.001      103.999
2004      N02E104_full      2.001      2.999      104.001      104.999
2005      N02E105_full      2.001      2.999      105.001      105.999
2006      N02E106_full      2.001      2.999      106.001      106.999
2007      N02E107_full      2.001      2.999      107.001      107.999
2008      N02E108_full      2.001      2.999      108.001      108.999
2009      N02E109_full      2.001      2.999      109.001      109.999
2010      N02E111_full      2.001      2.999      111.001      111.999
2011      N02E112_full      2.001      2.999      112.001      112.999
2012      N02E113_full      2.001      2.999      113.001      113.999
2013      N02E114_full      2.001      2.999      114.001      114.999
2014      N02E115_full      2.001      2.999      115.001      115.999
2015      N02E116_full      2.001      2.999      116.001      116.999
2016      N02E117_full      2.001      2.999      117.001      117.999
2017      N02E118_full      2.001      2.999      118.001      118.999
2018      N03E095_full      3.001      3.999      95.001      95.999
2019      N03E096_full      3.001      3.999      96.001      96.999
2020      N03E097_full      3.001      3.999      97.001      97.999
2021      N03E098_full      3.001      3.999      98.001      98.999
2022      N03E099_full      3.001      3.999      99.001      99.999
2023      N03E100_full      3.001      3.999      100.001      100.999
2024      N03E101_full      3.001      3.999      101.001      101.999
2025      N03E102_full      3.001      3.999      102.001      102.999
2026      N03E103_full      3.001      3.999      103.001      103.999
2027      N03E105_full      3.001      3.999      105.001      105.999
2028      N03E106_full      3.001      3.999      106.001      106.999
2029      N03E107_full      3.001      3.999      107.001      107.999
2030      N03E108_full      3.001      3.999      108.001      108.999
2031      N03E112_full      3.001      3.999      112.001      112.999
2032      N03E113_full      3.001      3.999      113.001      113.999
2033      N03E114_full      3.001      3.999      114.001      114.999
2034      N03E115_full      3.001      3.999      115.001      115.999
2035      N03E116_full      3.001      3.999      116.001      116.999
2036      N03E117_full      3.001      3.999      117.001      117.999
2037      N04E095_full      4.001      4.999      95.001      95.999
2038      N04E096_full      4.001      4.999      96.001      96.999
2039      N04E097_full      4.001      4.999      97.001      97.999
2040      N04E098_full      4.001      4.999      98.001      98.999
2041      N04E100_full      4.001      4.999      100.001      100.999
2042      N04E101_full      4.001      4.999      101.001      101.999
2043      N04E102_full      4.001      4.999      102.001      102.999
2044      N04E103_full      4.001      4.999      103.001      103.999
2045      N04E107_full      4.001      4.999      107.001      107.999
2046      N04E108_full      4.001      4.999      108.001      108.999
2047      N04E113_full      4.001      4.999      113.001      113.999
2048      N04E114_full      4.001      4.999      114.001      114.999
2049      N04E115_full      4.001      4.999      115.001      115.999
2050      N04E116_full      4.001      4.999      116.001      116.999
2051      N04E117_full      4.001      4.999      117.001      117.999
2052      N04E118_full      4.001      4.999      118.001      118.999
2053      N04E119_full      4.001      4.999      119.001      119.999
2054      N05E094_full      5.001      5.999      94.001      94.999
2055      N05E095_full      5.001      5.999      95.001      95.999
2056      N05E096_full      5.001      5.999      96.001      96.999
2057      N05E097_full      5.001      5.999      97.001      97.999
2058      N05E098_full      5.001      5.999      98.001      98.999
2059      N05E100_full      5.001      5.999      100.001      100.999
2060      N05E101_full      5.001      5.999      101.001      101.999
2061      N05E102_full      5.001      5.999      102.001      102.999
2062      N05E103_full      5.001      5.999      103.001      103.999
2063      N05E114_full      5.001      5.999      114.001      114.999
2064      N05E115_full      5.001      5.999      115.001      115.999
2065      N05E116_full      5.001      5.999      116.001      116.999
2066      N05E117_full      5.001      5.999      117.001      117.999
2067      N05E118_full      5.001      5.999      118.001      118.999
2068      N05E119_full      5.001      5.999      119.001      119.999
2069      N06E093_full      6.001      6.999      93.001      93.999
2070      N06E095_full      6.001      6.999      95.001      95.999
2071      N06E099_full      6.001      6.999      99.001      99.999
2072      N06E100_full      6.001      6.999      100.001      100.999
2073      N06E101_full      6.001      6.999      101.001      101.999
2074      N06E102_full      6.001      6.999      102.001      102.999
2075      N06E113_full      6.001      6.999      113.001      113.999
2076      N06E115_full      6.001      6.999      115.001      115.999
2077      N06E116_full      6.001      6.999      116.001      116.999
2078      N06E117_full      6.001      6.999      117.001      117.999
2079      N06E118_full      6.001      6.999      118.001      118.999
2080      N07E093_full      7.001      7.999      93.001      93.999
2081      N07E098_full      7.001      7.999      98.001      98.999
2082      N07E099_full      7.001      7.999      99.001      99.999
2083      N07E100_full      7.001      7.999      100.001      100.999
2084      N07E112_full      7.001      7.999      112.001      112.999
2085      N07E113_full      7.001      7.999      113.001      113.999
2086      N07E116_full      7.001      7.999      116.001      116.999
2087      N07E117_full      7.001      7.999      117.001      117.999
2088      N07E118_full      7.001      7.999      118.001      118.999
2089      N08E092_full      8.001      8.999      92.001      92.999
2090      N08E093_full      8.001      8.999      93.001      93.999
2091      N08E097_full      8.001      8.999      97.001      97.999
2092      N08E098_full      8.001      8.999      98.001      98.999
2093      N08E099_full      8.001      8.999      99.001      99.999
2094      N08E100_full      8.001      8.999      100.001      100.999
2095      N08E104_full      8.001      8.999      104.001      104.999
2096      N08E105_full      8.001      8.999      105.001      105.999
2097      N08E106_full      8.001      8.999      106.001      106.999
2098      N08E111_full      8.001      8.999      111.001      111.999
2099      N08E112_full      8.001      8.999      112.001      112.999
2100      N08E113_full      8.001      8.999      113.001      113.999
2101      N08E114_full      8.001      8.999      114.001      114.999
2102      N08E115_full      8.001      8.999      115.001      115.999
2103      N08E116_full      8.001      8.999      116.001      116.999
2104      N08E117_full      8.001      8.999      117.001      117.999
2105      N08E118_full      8.001      8.999      118.001      118.999
2106      N09E092_full      9.001      9.999      92.001      92.999
2107      N09E097_full      9.001      9.999      97.001      97.999
2108      N09E098_full      9.001      9.999      98.001      98.999
2109      N09E099_full      9.001      9.999      99.001      99.999
2110      N09E100_full      9.001      9.999      100.001      100.999
2111      N09E102_full      9.001      9.999      102.001      102.999
2112      N09E103_full      9.001      9.999      103.001      103.999
2113      N09E104_full      9.001      9.999      104.001      104.999
2114      N09E105_full      9.001      9.999      105.001      105.999
2115      N09E106_full      9.001      9.999      106.001      106.999
2116      N09E109_full      9.001      9.999      109.001      109.999
2117      N09E112_full      9.001      9.999      112.001      112.999
2118      N09E113_full      9.001      9.999      113.001      113.999
2119      N09E114_full      9.001      9.999      114.001      114.999
2120      N09E115_full      9.001      9.999      115.001      115.999
2121      N09E116_full      9.001      9.999      116.001      116.999
2122      N09E117_full      9.001      9.999      117.001      117.999
2123      N09E118_full      9.001      9.999      118.001      118.999
2124      N09E119_full      9.001      9.999      119.001      119.999
2125      N10E092_full      10.001      10.999      92.001      92.999
2126      N10E097_full      10.001      10.999      97.001      97.999
2127      N10E098_full      10.001      10.999      98.001      98.999
2128      N10E099_full      10.001      10.999      99.001      99.999
2129      N10E102_full      10.001      10.999      102.001      102.999
2130      N10E103_full      10.001      10.999      103.001      103.999
2131      N10E104_full      10.001      10.999      104.001      104.999
2132      N10E105_full      10.001      10.999      105.001      105.999
2133      N10E106_full      10.001      10.999      106.001      106.999
2134      N10E107_full      10.001      10.999      107.001      107.999
2135      N10E108_full      10.001      10.999      108.001      108.999
2136      N10E113_full      10.001      10.999      113.001      113.999
2137      N10E114_full      10.001      10.999      114.001      114.999
2138      N10E115_full      10.001      10.999      115.001      115.999
2139      N10E116_full      10.001      10.999      116.001      116.999
2140      N10E118_full      10.001      10.999      118.001      118.999
2141      N10E119_full      10.001      10.999      119.001      119.999
2142      N11E092_full      11.001      11.999      92.001      92.999
2143      N11E093_full      11.001      11.999      93.001      93.999
2144      N11E097_full      11.001      11.999      97.001      97.999
2145      N11E098_full      11.001      11.999      98.001      98.999
2146      N11E099_full      11.001      11.999      99.001      99.999
2147      N11E102_full      11.001      11.999      102.001      102.999
2148      N11E103_full      11.001      11.999      103.001      103.999
2149      N11E104_full      11.001      11.999      104.001      104.999
2150      N11E105_full      11.001      11.999      105.001      105.999
2151      N11E106_full      11.001      11.999      106.001      106.999
2152      N11E107_full      11.001      11.999      107.001      107.999
2153      N11E108_full      11.001      11.999      108.001      108.999
2154      N11E109_full      11.001      11.999      109.001      109.999
2155      N11E114_full      11.001      11.999      114.001      114.999
2156      N11E115_full      11.001      11.999      115.001      115.999
2157      N11E119_full      11.001      11.999      119.001      119.999
2158      N12E092_full      12.001      12.999      92.001      92.999
2159      N12E093_full      12.001      12.999      93.001      93.999
2160      N12E097_full      12.001      12.999      97.001      97.999
2161      N12E098_full      12.001      12.999      98.001      98.999
2162      N12E099_full      12.001      12.999      99.001      99.999
2163      N12E100_full      12.001      12.999      100.001      100.999
2164      N12E101_full      12.001      12.999      101.001      101.999
2165      N12E102_full      12.001      12.999      102.001      102.999
2166      N12E103_full      12.001      12.999      103.001      103.999
2167      N12E104_full      12.001      12.999      104.001      104.999
2168      N12E105_full      12.001      12.999      105.001      105.999
2169      N12E106_full      12.001      12.999      106.001      106.999
2170      N12E107_full      12.001      12.999      107.001      107.999
2171      N12E108_full      12.001      12.999      108.001      108.999
2172      N12E109_full      12.001      12.999      109.001      109.999
2173      N12E119_full      12.001      12.999      119.001      119.999
2174      N13E092_full      13.001      13.999      92.001      92.999
2175      N13E093_full      13.001      13.999      93.001      93.999
2176      N13E094_full      13.001      13.999      94.001      94.999
2177      N13E097_full      13.001      13.999      97.001      97.999
2178      N13E098_full      13.001      13.999      98.001      98.999
2179      N13E099_full      13.001      13.999      99.001      99.999
2180      N13E100_full      13.001      13.999      100.001      100.999
2181      N13E101_full      13.001      13.999      101.001      101.999
2182      N13E102_full      13.001      13.999      102.001      102.999
2183      N13E103_full      13.001      13.999      103.001      103.999
2184      N13E104_full      13.001      13.999      104.001      104.999
2185      N13E105_full      13.001      13.999      105.001      105.999
2186      N13E106_full      13.001      13.999      106.001      106.999
2187      N13E107_full      13.001      13.999      107.001      107.999
2188      N13E108_full      13.001      13.999      108.001      108.999
2189      N13E109_full      13.001      13.999      109.001      109.999
2190      N14E093_full      14.001      14.999      93.001      93.999
2191      N14E097_full      14.001      14.999      97.001      97.999
2192      N14E098_full      14.001      14.999      98.001      98.999
2193      N14E099_full      14.001      14.999      99.001      99.999
2194      N14E100_full      14.001      14.999      100.001      100.999
2195      N14E101_full      14.001      14.999      101.001      101.999
2196      N14E102_full      14.001      14.999      102.001      102.999
2197      N14E103_full      14.001      14.999      103.001      103.999
2198      N14E104_full      14.001      14.999      104.001      104.999
2199      N14E105_full      14.001      14.999      105.001      105.999
2200      N14E106_full      14.001      14.999      106.001      106.999
2201      N14E107_full      14.001      14.999      107.001      107.999
2202      N14E108_full      14.001      14.999      108.001      108.999
2203      N14E109_full      14.001      14.999      109.001      109.999
2204      N15E094_full      15.001      15.999      94.001      94.999
2205      N15E095_full      15.001      15.999      95.001      95.999
2206      N15E097_full      15.001      15.999      97.001      97.999
2207      N15E098_full      15.001      15.999      98.001      98.999
2208      N15E099_full      15.001      15.999      99.001      99.999
2209      N15E100_full      15.001      15.999      100.001      100.999
2210      N15E101_full      15.001      15.999      101.001      101.999
2211      N15E102_full      15.001      15.999      102.001      102.999
2212      N15E103_full      15.001      15.999      103.001      103.999
2213      N15E104_full      15.001      15.999      104.001      104.999
2214      N15E105_full      15.001      15.999      105.001      105.999
2215      N15E106_full      15.001      15.999      106.001      106.999
2216      N15E107_full      15.001      15.999      107.001      107.999
2217      N15E108_full      15.001      15.999      108.001      108.999
2218      N15E109_full      15.001      15.999      109.001      109.999
2219      N15E111_full      15.001      15.999      111.001      111.999
2220      N15E119_full      15.001      15.999      119.001      119.999
2221      N16E094_full      16.001      16.999      94.001      94.999
2222      N16E095_full      16.001      16.999      95.001      95.999
2223      N16E096_full      16.001      16.999      96.001      96.999
2224      N16E097_full      16.001      16.999      97.001      97.999
2225      N16E098_full      16.001      16.999      98.001      98.999
2226      N16E099_full      16.001      16.999      99.001      99.999
2227      N16E100_full      16.001      16.999      100.001      100.999
2228      N16E101_full      16.001      16.999      101.001      101.999
2229      N16E102_full      16.001      16.999      102.001      102.999
2230      N16E103_full      16.001      16.999      103.001      103.999
2231      N16E104_full      16.001      16.999      104.001      104.999
2232      N16E105_full      16.001      16.999      105.001      105.999
2233      N16E106_full      16.001      16.999      106.001      106.999
2234      N16E107_full      16.001      16.999      107.001      107.999
2235      N16E108_full      16.001      16.999      108.001      108.999
2236      N16E111_full      16.001      16.999      111.001      111.999
2237      N16E112_full      16.001      16.999      112.001      112.999
2238      N16E119_full      16.001      16.999      119.001      119.999
2239      N17E094_full      17.001      17.999      94.001      94.999
2240      N17E095_full      17.001      17.999      95.001      95.999
2241      N17E096_full      17.001      17.999      96.001      96.999
2242      N17E097_full      17.001      17.999      97.001      97.999
2243      N17E098_full      17.001      17.999      98.001      98.999
2244      N17E099_full      17.001      17.999      99.001      99.999
2245      N17E100_full      17.001      17.999      100.001      100.999
2246      N17E101_full      17.001      17.999      101.001      101.999
2247      N17E102_full      17.001      17.999      102.001      102.999
2248      N17E103_full      17.001      17.999      103.001      103.999
2249      N17E104_full      17.001      17.999      104.001      104.999
2250      N17E105_full      17.001      17.999      105.001      105.999
2251      N17E106_full      17.001      17.999      106.001      106.999
2252      N17E107_full      17.001      17.999      107.001      107.999
2253      N17E111_full      17.001      17.999      111.001      111.999
2254      N18E093_full      18.001      18.999      93.001      93.999
2255      N18E094_full      18.001      18.999      94.001      94.999
2256      N18E095_full      18.001      18.999      95.001      95.999
2257      N18E096_full      18.001      18.999      96.001      96.999
2258      N18E097_full      18.001      18.999      97.001      97.999
2259      N18E098_full      18.001      18.999      98.001      98.999
2260      N18E099_full      18.001      18.999      99.001      99.999
2261      N18E100_full      18.001      18.999      100.001      100.999
2262      N18E101_full      18.001      18.999      101.001      101.999
2263      N18E102_full      18.001      18.999      102.001      102.999
2264      N18E103_full      18.001      18.999      103.001      103.999
2265      N18E104_full      18.001      18.999      104.001      104.999
2266      N18E105_full      18.001      18.999      105.001      105.999
2267      N18E106_full      18.001      18.999      106.001      106.999
2268      N18E108_full      18.001      18.999      108.001      108.999
2269      N18E109_full      18.001      18.999      109.001      109.999
2270      N18E110_full      18.001      18.999      110.001      110.999
2271      N19E092_full      19.001      19.999      92.001      92.999
2272      N19E093_full      19.001      19.999      93.001      93.999
2273      N19E094_full      19.001      19.999      94.001      94.999
2274      N19E095_full      19.001      19.999      95.001      95.999
2275      N19E096_full      19.001      19.999      96.001      96.999
2276      N19E097_full      19.001      19.999      97.001      97.999
2277      N19E098_full      19.001      19.999      98.001      98.999
2278      N19E099_full      19.001      19.999      99.001      99.999
2279      N19E100_full      19.001      19.999      100.001      100.999
2280      N19E101_full      19.001      19.999      101.001      101.999
2281      N19E102_full      19.001      19.999      102.001      102.999
2282      N19E103_full      19.001      19.999      103.001      103.999
2283      N19E104_full      19.001      19.999      104.001      104.999
2284      N19E105_full      19.001      19.999      105.001      105.999
2285      N19E106_full      19.001      19.999      106.001      106.999
2286      N19E108_full      19.001      19.999      108.001      108.999
2287      N19E109_full      19.001      19.999      109.001      109.999
2288      N19E110_full      19.001      19.999      110.001      110.999
2289      N19E111_full      19.001      19.999      111.001      111.999
2290      N20E092_full      20.001      20.999      92.001      92.999
2291      N20E093_full      20.001      20.999      93.001      93.999
2292      N20E094_full      20.001      20.999      94.001      94.999
2293      N20E095_full      20.001      20.999      95.001      95.999
2294      N20E096_full      20.001      20.999      96.001      96.999
2295      N20E097_full      20.001      20.999      97.001      97.999
2296      N20E098_full      20.001      20.999      98.001      98.999
2297      N20E099_full      20.001      20.999      99.001      99.999
2298      N20E100_full      20.001      20.999      100.001      100.999
2299      N20E101_full      20.001      20.999      101.001      101.999
2300      N20E102_full      20.001      20.999      102.001      102.999
2301      N20E103_full      20.001      20.999      103.001      103.999
2302      N20E104_full      20.001      20.999      104.001      104.999
2303      N20E105_full      20.001      20.999      105.001      105.999
2304      N20E106_full      20.001      20.999      106.001      106.999
2305      N20E107_full      20.001      20.999      107.001      107.999
2306      N20E109_full      20.001      20.999      109.001      109.999
2307      N20E110_full      20.001      20.999      110.001      110.999
2308      N20E116_full      20.001      20.999      116.001      116.999
2309      N21E090_full      21.001      21.999      90.001      90.999
2310      N21E091_full      21.001      21.999      91.001      91.999
2311      N21E092_full      21.001      21.999      92.001      92.999
2312      N21E093_full      21.001      21.999      93.001      93.999
2313      N21E094_full      21.001      21.999      94.001      94.999
2314      N21E095_full      21.001      21.999      95.001      95.999
2315      N21E096_full      21.001      21.999      96.001      96.999
2316      N21E097_full      21.001      21.999      97.001      97.999
2317      N21E098_full      21.001      21.999      98.001      98.999
2318      N21E099_full      21.001      21.999      99.001      99.999
2319      N21E100_full      21.001      21.999      100.001      100.999
2320      N21E101_full      21.001      21.999      101.001      101.999
2321      N21E102_full      21.001      21.999      102.001      102.999
2322      N21E103_full      21.001      21.999      103.001      103.999
2323      N21E104_full      21.001      21.999      104.001      104.999
2324      N21E105_full      21.001      21.999      105.001      105.999
2325      N21E106_full      21.001      21.999      106.001      106.999
2326      N21E107_full      21.001      21.999      107.001      107.999
2327      N21E108_full      21.001      21.999      108.001      108.999
2328      N21E109_full      21.001      21.999      109.001      109.999
2329      N21E110_full      21.001      21.999      110.001      110.999
2330      N21E111_full      21.001      21.999      111.001      111.999
2331      N21E112_full      21.001      21.999      112.001      112.999
2332      N21E113_full      21.001      21.999      113.001      113.999
2333      N21E114_full      21.001      21.999      114.001      114.999
2334      N22E090_full      22.001      22.999      90.001      90.999
2335      N22E091_full      22.001      22.999      91.001      91.999
2336      N22E092_full      22.001      22.999      92.001      92.999
2337      N22E093_full      22.001      22.999      93.001      93.999
2338      N22E094_full      22.001      22.999      94.001      94.999
2339      N22E095_full      22.001      22.999      95.001      95.999
2340      N22E096_full      22.001      22.999      96.001      96.999
2341      N22E097_full      22.001      22.999      97.001      97.999
2342      N22E098_full      22.001      22.999      98.001      98.999
2343      N22E099_full      22.001      22.999      99.001      99.999
2344      N22E100_full      22.001      22.999      100.001      100.999
2345      N22E101_full      22.001      22.999      101.001      101.999
2346      N22E102_full      22.001      22.999      102.001      102.999
2347      N22E103_full      22.001      22.999      103.001      103.999
2348      N22E104_full      22.001      22.999      104.001      104.999
2349      N22E105_full      22.001      22.999      105.001      105.999
2350      N22E106_full      22.001      22.999      106.001      106.999
2351      N22E107_full      22.001      22.999      107.001      107.999
2352      N22E108_full      22.001      22.999      108.001      108.999
2353      N22E109_full      22.001      22.999      109.001      109.999
2354      N22E110_full      22.001      22.999      110.001      110.999
2355      N22E111_full      22.001      22.999      111.001      111.999
2356      N22E112_full      22.001      22.999      112.001      112.999
2357      N22E113_full      22.001      22.999      113.001      113.999
2358      N22E114_full      22.001      22.999      114.001      114.999
2359      N22E115_full      22.001      22.999      115.001      115.999
2360      N22E116_full      22.001      22.999      116.001      116.999
2361      N23E090_full      23.001      23.999      90.001      90.999
2362      N23E091_full      23.001      23.999      91.001      91.999
2363      N23E092_full      23.001      23.999      92.001      92.999
2364      N23E093_full      23.001      23.999      93.001      93.999
2365      N23E094_full      23.001      23.999      94.001      94.999
2366      N23E095_full      23.001      23.999      95.001      95.999
2367      N23E096_full      23.001      23.999      96.001      96.999
2368      N23E097_full      23.001      23.999      97.001      97.999
2369      N23E098_full      23.001      23.999      98.001      98.999
2370      N23E099_full      23.001      23.999      99.001      99.999
2371      N23E100_full      23.001      23.999      100.001      100.999
2372      N23E101_full      23.001      23.999      101.001      101.999
2373      N23E102_full      23.001      23.999      102.001      102.999
2374      N23E103_full      23.001      23.999      103.001      103.999
2375      N23E104_full      23.001      23.999      104.001      104.999
2376      N23E105_full      23.001      23.999      105.001      105.999
2377      N23E106_full      23.001      23.999      106.001      106.999
2378      N23E107_full      23.001      23.999      107.001      107.999
2379      N23E108_full      23.001      23.999      108.001      108.999
2380      N23E109_full      23.001      23.999      109.001      109.999
2381      N23E110_full      23.001      23.999      110.001      110.999
2382      N23E111_full      23.001      23.999      111.001      111.999
2383      N23E112_full      23.001      23.999      112.001      112.999
2384      N23E113_full      23.001      23.999      113.001      113.999
2385      N23E114_full      23.001      23.999      114.001      114.999
2386      N23E115_full      23.001      23.999      115.001      115.999
2387      N23E116_full      23.001      23.999      116.001      116.999
2388      N23E117_full      23.001      23.999      117.001      117.999
2389      N23E119_full      23.001      23.999      119.001      119.999
2390      N24E090_full      24.001      24.999      90.001      90.999
2391      N24E091_full      24.001      24.999      91.001      91.999
2392      N24E092_full      24.001      24.999      92.001      92.999
2393      N24E093_full      24.001      24.999      93.001      93.999
2394      N24E094_full      24.001      24.999      94.001      94.999
2395      N24E095_full      24.001      24.999      95.001      95.999
2396      N24E096_full      24.001      24.999      96.001      96.999
2397      N24E097_full      24.001      24.999      97.001      97.999
2398      N24E098_full      24.001      24.999      98.001      98.999
2399      N24E099_full      24.001      24.999      99.001      99.999
2400      N24E100_full      24.001      24.999      100.001      100.999
2401      N24E101_full      24.001      24.999      101.001      101.999
2402      N24E102_full      24.001      24.999      102.001      102.999
2403      N24E103_full      24.001      24.999      103.001      103.999
2404      N24E104_full      24.001      24.999      104.001      104.999
2405      N24E105_full      24.001      24.999      105.001      105.999
2406      N24E106_full      24.001      24.999      106.001      106.999
2407      N24E107_full      24.001      24.999      107.001      107.999
2408      N24E108_full      24.001      24.999      108.001      108.999
2409      N24E109_full      24.001      24.999      109.001      109.999
2410      N24E110_full      24.001      24.999      110.001      110.999
2411      N24E111_full      24.001      24.999      111.001      111.999
2412      N24E112_full      24.001      24.999      112.001      112.999
2413      N24E113_full      24.001      24.999      113.001      113.999
2414      N24E114_full      24.001      24.999      114.001      114.999
2415      N24E115_full      24.001      24.999      115.001      115.999
2416      N24E116_full      24.001      24.999      116.001      116.999
2417      N24E117_full      24.001      24.999      117.001      117.999
2418      N24E118_full      24.001      24.999      118.001      118.999
2419      N24E119_full      24.001      24.999      119.001      119.999
2420      N25E090_full      25.001      25.999      90.001      90.999
2421      N25E091_full      25.001      25.999      91.001      91.999
2422      N25E092_full      25.001      25.999      92.001      92.999
2423      N25E093_full      25.001      25.999      93.001      93.999
2424      N25E094_full      25.001      25.999      94.001      94.999
2425      N25E095_full      25.001      25.999      95.001      95.999
2426      N25E096_full      25.001      25.999      96.001      96.999
2427      N25E097_full      25.001      25.999      97.001      97.999
2428      N25E098_full      25.001      25.999      98.001      98.999
2429      N25E099_full      25.001      25.999      99.001      99.999
2430      N25E100_full      25.001      25.999      100.001      100.999
2431      N25E101_full      25.001      25.999      101.001      101.999
2432      N25E102_full      25.001      25.999      102.001      102.999
2433      N25E103_full      25.001      25.999      103.001      103.999
2434      N25E104_full      25.001      25.999      104.001      104.999
2435      N25E105_full      25.001      25.999      105.001      105.999
2436      N25E106_full      25.001      25.999      106.001      106.999
2437      N25E107_full      25.001      25.999      107.001      107.999
2438      N25E108_full      25.001      25.999      108.001      108.999
2439      N25E109_full      25.001      25.999      109.001      109.999
2440      N25E110_full      25.001      25.999      110.001      110.999
2441      N25E111_full      25.001      25.999      111.001      111.999
2442      N25E112_full      25.001      25.999      112.001      112.999
2443      N25E113_full      25.001      25.999      113.001      113.999
2444      N25E114_full      25.001      25.999      114.001      114.999
2445      N25E115_full      25.001      25.999      115.001      115.999
2446      N25E116_full      25.001      25.999      116.001      116.999
2447      N25E117_full      25.001      25.999      117.001      117.999
2448      N25E118_full      25.001      25.999      118.001      118.999
2449      N25E119_full      25.001      25.999      119.001      119.999
2450      N26E090_full      26.001      26.999      90.001      90.999
2451      N26E091_full      26.001      26.999      91.001      91.999
2452      N26E092_full      26.001      26.999      92.001      92.999
2453      N26E093_full      26.001      26.999      93.001      93.999
2454      N26E094_full      26.001      26.999      94.001      94.999
2455      N26E095_full      26.001      26.999      95.001      95.999
2456      N26E096_full      26.001      26.999      96.001      96.999
2457      N26E097_full      26.001      26.999      97.001      97.999
2458      N26E098_full      26.001      26.999      98.001      98.999
