Nr   tilename      min_lat       max_lat    min_lon      max_lon  #data_pts #no-data_pts
----------------------------------------------------------------------------------------
 77   N05W080       5.0010       9.9990     -79.9990     -75.0010  3696014  2553986
 78   N05W085       5.0010       9.9990     -84.9990     -80.0010  1852690  4397310
 79   N05W090       5.0010       9.9990     -89.9990     -85.0010    79578  6170422
 80   N05W165       5.0010       9.9990    -164.9990    -160.0010    23271  6226729
 81   N10E000      10.0010      14.9990       0.0010       4.9990  6250000        0
 82   N10E005      10.0010      14.9990       5.0010       9.9990  6250000        0
 83   N10E010      10.0010      14.9990      10.0010      14.9990  6250000        0
 84   N10E015      10.0010      14.9990      15.0010      19.9990  6250000        0
 85   N10E020      10.0010      14.9990      20.0010      24.9990  6250000        0
 86   N10E025      10.0010      14.9990      25.0010      29.9990  6250000        0
 87   N10E030      10.0010      14.9990      30.0010      34.9990  6250000        0
 88   N10E035      10.0010      14.9990      35.0010      39.9990  6250000        0
 89   N10E040      10.0010      14.9990      40.0010      44.9990  5050689  1199311
 90   N10E045      10.0010      14.9990      45.0010      49.9990  3055952  3194048
 91   N10E050      10.0010      14.9990      50.0010      54.9990   854678  5395322
 92   N10E070      10.0010      14.9990      70.0010      74.9990   470857  5779143
 93   N10E075      10.0010      14.9990      75.0010      79.9990  5832709   417291
 94   N10E080      10.0010      14.9990      80.0010      84.9990   212905  6037095
 95   N10E090      10.0010      14.9990      90.0010      94.9990   472408  5777592
 96   N10E095      10.0010      14.9990      95.0010      99.9990  2580167  3669833
 97   N10E100      10.0010      14.9990     100.0010     104.9990  4390791  1859209
 98   N10E105      10.0010      14.9990     105.0010     109.9990  5009993  1240007
 99   N10E110      10.0010      14.9990     110.0010     114.9990    50364  6199636
100   N10E115      10.0010      14.9990     115.0010     119.9990   387211  5862789
101   N10E120      10.0010      14.9990     120.0010     124.9990  3958895  2291105
102   N10E125      10.0010      14.9990     125.0010     129.9990   432161  5817839
103   N10E135      10.0010      14.9990     135.0010     139.9990    16212  6233788
104   N10E140      10.0010      14.9990     140.0010     144.9990    48535  6201465
105   N10E145      10.0010      14.9990     145.0010     149.9990    38345  6211655
106   N10E160      10.0010      14.9990     160.0010     164.9990    42476  6207524
107   N10E165      10.0010      14.9990     165.0010     169.9990   246263  6003737
108   N10E170      10.0010      14.9990     170.0010     174.9990    28754  6221246
109   N10W005      10.0010      14.9990      -4.9990      -0.0010  6250000        0
110   N10W010      10.0010      14.9990      -9.9990      -5.0010  6250000        0
111   N10W015      10.0010      14.9990     -14.9990     -10.0010  6185370    64630
112   N10W020      10.0010      14.9990     -19.9990     -15.0010  1858145  4391855
113   N10W025      10.0010      14.9990     -24.9990     -20.0010    60941  6189059
114   N10W060      10.0010      14.9990     -59.9990     -55.0010    37410  6212590
115   N10W065      10.0010      14.9990     -64.9990     -60.0010  1107561  5142439
116   N10W070      10.0010      14.9990     -69.9990     -65.0010  1391395  4858605
117   N10W075      10.0010      14.9990     -74.9990     -70.0010  2045371  4204629
118   N10W080      10.0010      14.9990     -79.9990     -75.0010   152375  6097625
119   N10W085      10.0010      14.9990     -84.9990     -80.0010  2121374  4128626
120   N10W090      10.0010      14.9990     -89.9990     -85.0010  3523104  2726896
121   N10W095      10.0010      14.9990     -94.9990     -90.0010   659260  5590740
122   N10W110      10.0010      14.9990    -109.9990    -105.0010    10637  6239363
123   N15E000      15.0010      19.9990       0.0010       4.9990  6250000        0
124   N15E005      15.0010      19.9990       5.0010       9.9990  6250000        0
125   N15E010      15.0010      19.9990      10.0010      14.9990  6250000        0
126   N15E015      15.0010      19.9990      15.0010      19.9990  6250000        0
127   N15E020      15.0010      19.9990      20.0010      24.9990  6250000        0
128   N15E025      15.0010      19.9990      25.0010      29.9990  6250000        0
129   N15E030      15.0010      19.9990      30.0010      34.9990  6250000        0
130   N15E035      15.0010      19.9990      35.0010      39.9990  4946315  1303685
131   N15E040      15.0010      19.9990      40.0010      44.9990  4734254  1515746
132   N15E045      15.0010      19.9990      45.0010      49.9990  6250000        0
133   N15E050      15.0010      19.9990      50.0010      54.9990  5032984  1217016
134   N15E055      15.0010      19.9990      55.0010      59.9990  1400671  4849329
135   N15E070      15.0010      19.9990      70.0010      74.9990  2411645  3838355
136   N15E075      15.0010      19.9990      75.0010      79.9990  6250000        0
137   N15E080      15.0010      19.9990      80.0010      84.9990  3781351  2468649
138   N15E085      15.0010      19.9990      85.0010      89.9990   143081  6106919
139   N15E090      15.0010      19.9990      90.0010      94.9990  1156360  5093640
140   N15E095      15.0010      19.9990      95.0010      99.9990  5504996   745004
141   N15E100      15.0010      19.9990     100.0010     104.9990  6250000        0
142   N15E105      15.0010      19.9990     105.0010     109.9990  3303262  2946738
143   N15E110      15.0010      19.9990     110.0010     114.9990   420661  5829339
144   N15E115      15.0010      19.9990     115.0010     119.9990    89401  6160599
145   N15E120      15.0010      19.9990     120.0010     124.9990  1933655  4316345
146   N15E145      15.0010      19.9990     145.0010     149.9990   132710  6117290
147   N15E165      15.0010      19.9990     165.0010     169.9990    12255  6237745
148   N15W005      15.0010      19.9990      -4.9990      -0.0010  6250000        0
149   N15W010      15.0010      19.9990      -9.9990      -5.0010  6250000        0
150   N15W015      15.0010      19.9990     -14.9990     -10.0010  6250000        0
151   N15W020      15.0010      19.9990     -19.9990     -15.0010  1839720  4410280
152   N15W025      15.0010      19.9990     -24.9990     -20.0010   246627  6003373
153   N15W030      15.0010      19.9990     -29.9990     -25.0010    50722  6199278
154   N15W065      15.0010      19.9990     -64.9990     -60.0010   527222  5722778
155   N15W070      15.0010      19.9990     -69.9990     -65.0010   826374  5423626
156   N15W075      15.0010      19.9990     -74.9990     -70.0010  1774487  4475513
157   N15W080      15.0010      19.9990     -79.9990     -75.0010   587595  5662405
158   N15W085      15.0010      19.9990     -84.9990     -80.0010   410226  5839774
159   N15W090      15.0010      19.9990     -89.9990     -85.0010  3627622  2622378
160   N15W095      15.0010      19.9990     -94.9990     -90.0010  4436826  1813174
161   N15W100      15.0010      19.9990     -99.9990     -95.0010  4640310  1609690
162   N15W105      15.0010      19.9990    -104.9990    -100.0010  2584059  3665941
163   N15W110      15.0010      19.9990    -109.9990    -105.0010    62076  6187924
164   N15W115      15.0010      19.9990    -114.9990    -110.0010    46636  6203364
165   N15W155      15.0010      19.9990    -154.9990    -150.0010    27509  6222491
166   N15W160      15.0010      19.9990    -159.9990    -155.0010   260916  5989084
167   N15W170      15.0010      19.9990    -169.9990    -165.0010    14787  6235213
168   N20E000      20.0010      24.9990       0.0010       4.9990  6250000        0
169   N20E005      20.0010      24.9990       5.0010       9.9990  6250000        0
170   N20E010      20.0010      24.9990      10.0010      14.9990  6250000        0
171   N20E015      20.0010      24.9990      15.0010      19.9990  6250000        0
172   N20E020      20.0010      24.9990      20.0010      24.9990  6250000        0
173   N20E025      20.0010      24.9990      25.0010      29.9990  6250000        0
174   N20E030      20.0010      24.9990      30.0010      34.9990  6250000        0
175   N20E035      20.0010      24.9990      35.0010      39.9990  3517180  2732820
176   N20E040      20.0010      24.9990      40.0010      44.9990  6248209     1791
177   N20E045      20.0010      24.9990      45.0010      49.9990  6250000        0
178   N20E050      20.0010      24.9990      50.0010      54.9990  5927885   322115
179   N20E055      20.0010      24.9990      55.0010      59.9990  4604188  1645812
180   N20E060      20.0010      24.9990      60.0010      64.9990     6480  6243520
181   N20E065      20.0010      24.9990      65.0010      69.9990  1582129  4667871
182   N20E070      20.0010      24.9990      70.0010      74.9990  5643806   606194
183   N20E075      20.0010      24.9990      75.0010      79.9990  6250000        0
184   N20E080      20.0010      24.9990      80.0010      84.9990  6250000        0
185   N20E085      20.0010      24.9990      85.0010      89.9990  5085121  1164879
186   N20E090      20.0010      24.9990      90.0010      94.9990  5225376  1024624
187   N20E095      20.0010      24.9990      95.0010      99.9990  6250000        0
188   N20E100      20.0010      24.9990     100.0010     104.9990  6250000        0
189   N20E105      20.0010      24.9990     105.0010     109.9990  5465701   784299
190   N20E110      20.0010      24.9990     110.0010     114.9990  4437568  1812432
191   N20E115      20.0010      24.9990     115.0010     119.9990  1757365  4492635
192   N20E120      20.0010      24.9990     120.0010     124.9990  1197635  5052365
193   N20E125      20.0010      24.9990     125.0010     129.9990    38909  6211091
194   N20E130      20.0010      24.9990     130.0010     134.9990     8741  6241259
195   N20E135      20.0010      24.9990     135.0010     139.9990    10366  6239634
196   N20E140      20.0010      24.9990     140.0010     144.9990    32176  6217824
197   N20E145      20.0010      24.9990     145.0010     149.9990     6337  6243663
198   N20E150      20.0010      24.9990     150.0010     154.9990     9071  6240929
199   N20W005      20.0010      24.9990      -4.9990      -0.0010  6250000        0
200   N20W010      20.0010      24.9990      -9.9990      -5.0010  6250000        0
201   N20W015      20.0010      24.9990     -14.9990     -10.0010  6247027     2973
202   N20W020      20.0010      24.9990     -19.9990     -15.0010  1712469  4537531
203   N20W075      20.0010      24.9990     -74.9990     -70.0010   711113  5538887
204   N20W080      20.0010      24.9990     -79.9990     -75.0010  2781117  3468883
205   N20W085      20.0010      24.9990     -84.9990     -80.0010  1732395  4517605
206   N20W090      20.0010      24.9990     -89.9990     -85.0010  1270586  4979414
207   N20W095      20.0010      24.9990     -94.9990     -90.0010   192382  6057618
208   N20W100      20.0010      24.9990     -99.9990     -95.0010  3231339  3018661
209   N20W105      20.0010      24.9990    -104.9990    -100.0010  6250000        0
210   N20W110      20.0010      24.9990    -109.9990    -105.0010  1927433  4322567
211   N20W115      20.0010      24.9990    -114.9990    -110.0010   569470  5680530
212   N20W120      20.0010      24.9990    -119.9990    -115.0010     6035  6243965
213   N20W160      20.0010      24.9990    -159.9990    -155.0010   423258  5826742
214   N20W165      20.0010      24.9990    -164.9990    -160.0010    53272  6196728
215   N20W170      20.0010      24.9990    -169.9990    -165.0010    13146  6236854
216   N25E000      25.0010      29.9990       0.0010       4.9990  6250000        0
217   N25E005      25.0010      29.9990       5.0010       9.9990  6250000        0
218   N25E010      25.0010      29.9990      10.0010      14.9990  6250000        0
219   N25E015      25.0010      29.9990      15.0010      19.9990  6250000        0
220   N25E020      25.0010      29.9990      20.0010      24.9990  6250000        0
221   N25E025      25.0010      29.9990      25.0010      29.9990  6250000        0
222   N25E030      25.0010      29.9990      30.0010      34.9990  5762141   487859
223   N25E035      25.0010      29.9990      35.0010      39.9990  5462781   787219
224   N25E040      25.0010      29.9990      40.0010      44.9990  6250000        0
225   N25E045      25.0010      29.9990      45.0010      49.9990  5417748   832252
226   N25E050      25.0010      29.9990      50.0010      54.9990  3718095  2531905
227   N25E055      25.0010      29.9990      55.0010      59.9990  5411119   838881
228   N25E060      25.0010      29.9990      60.0010      64.9990  6099868   150132
229   N25E065      25.0010      29.9990      65.0010      69.9990  6135302   114698
230   N25E070      25.0010      29.9990      70.0010      74.9990  6250000        0
231   N25E075      25.0010      29.9990      75.0010      79.9990  6250000        0
232   N25E080      25.0010      29.9990      80.0010      84.9990  6250000        0
233   N25E085      25.0010      29.9990      85.0010      89.9990  6250000        0
234   N25E090      25.0010      29.9990      90.0010      94.9990  6250000        0
235   N25E095      25.0010      29.9990      95.0010      99.9990  6250000        0
236   N25E100      25.0010      29.9990     100.0010     104.9990  6250000        0
237   N25E105      25.0010      29.9990     105.0010     109.9990  6250000        0
238   N25E110      25.0010      29.9990     110.0010     114.9990  6250000        0
239   N25E115      25.0010      29.9990     115.0010     119.9990  6217510    32490
240   N25E120      25.0010      29.9990     120.0010     124.9990  1591004  4658996
241   N25E125      25.0010      29.9990     125.0010     129.9990   483463  5766537
242   N25E130      25.0010      29.9990     130.0010     134.9990    28329  6221671
243   N25E140      25.0010      29.9990     140.0010     144.9990    82919  6167081
244   N25W005      25.0010      29.9990      -4.9990      -0.0010  6250000        0
245   N25W010      25.0010      29.9990      -9.9990      -5.0010  6244987     5013
246   N25W015      25.0010      29.9990     -14.9990     -10.0010  3720716  2529284
247   N25W020      25.0010      29.9990     -19.9990     -15.0010   318024  5931976
248   N25W080      25.0010      29.9990     -79.9990     -75.0010   645042  5604958
249   N25W085      25.0010      29.9990     -84.9990     -80.0010  2795814  3454186
250   N25W090      25.0010      29.9990     -89.9990     -85.0010   316115  5933885
251   N25W095      25.0010      29.9990     -94.9990     -90.0010   816454  5433546
252   N25W100      25.0010      29.9990     -99.9990     -95.0010  4406342  1843658
253   N25W105      25.0010      29.9990    -104.9990    -100.0010  6250000        0
254   N25W110      25.0010      29.9990    -109.9990    -105.0010  5949706   300294
255   N25W115      25.0010      29.9990    -114.9990    -110.0010  3604361  2645639
256   N25W120      25.0010      29.9990    -119.9990    -115.0010   221329  6028671
257   N25W175      25.0010      29.9990    -174.9990    -170.0010    18176  6231824
258   N25W180      25.0010      29.9990    -179.9990    -175.0010    35900  6214100
259   N30E000      30.0010      34.9990       0.0010       4.9990  6250000        0
260   N30E005      30.0010      34.9990       5.0010       9.9990  6250000        0
261   N30E010      30.0010      34.9990      10.0010      14.9990  4160373  2089627
262   N30E015      30.0010      34.9990      15.0010      19.9990  1438748  4811252
263   N30E020      30.0010      34.9990      20.0010      24.9990  3269926  2980074
264   N30E025      30.0010      34.9990      25.0010      29.9990  1785487  4464513
265   N30E030      30.0010      34.9990      30.0010      34.9990  2094604  4155396
266   N30E035      30.0010      34.9990      35.0010      39.9990  6029724   220276
267   N30E040      30.0010      34.9990      40.0010      44.9990  6250000        0
268   N30E045      30.0010      34.9990      45.0010      49.9990  6246655     3345
269   N30E050      30.0010      34.9990      50.0010      54.9990  6250000        0
270   N30E055      30.0010      34.9990      55.0010      59.9990  6250000        0
271   N30E060      30.0010      34.9990      60.0010      64.9990  6250000        0
272   N30E065      30.0010      34.9990      65.0010      69.9990  6250000        0
273   N30E070      30.0010      34.9990      70.0010      74.9990  6250000        0
274   N30E075      30.0010      34.9990      75.0010      79.9990  6250000        0
275   N30E080      30.0010      34.9990      80.0010      84.9990  6250000        0
276   N30E085      30.0010      34.9990      85.0010      89.9990  6250000        0
277   N30E090      30.0010      34.9990      90.0010      94.9990  6250000        0
278   N30E095      30.0010      34.9990      95.0010      99.9990  6250000        0
279   N30E100      30.0010      34.9990     100.0010     104.9990  6250000        0
280   N30E105      30.0010      34.9990     105.0010     109.9990  6250000        0
281   N30E110      30.0010      34.9990     110.0010     114.9990  6250000        0
282   N30E115      30.0010      34.9990     115.0010     119.9990  6206688    43312
283   N30E120      30.0010      34.9990     120.0010     124.9990  1729860  4520140
284   N30E125      30.0010      34.9990     125.0010     129.9990  1323167  4926833
285   N30E130      30.0010      34.9990     130.0010     134.9990  2958506  3291494
286   N30E135      30.0010      34.9990     135.0010     139.9990   988138  5261862
287   N30E140      30.0010      34.9990     140.0010     144.9990    19249  6230751
288   N30W005      30.0010      34.9990      -4.9990      -0.0010  6250000        0
289   N30W010      30.0010      34.9990      -9.9990      -5.0010  4677430  1572570
290   N30W020      30.0010      34.9990     -19.9990     -15.0010   116848  6133152
291   N30W065      30.0010      34.9990     -64.9990     -60.0010    26047  6223953
292   N30W080      30.0010      34.9990     -79.9990     -75.0010  1131059  5118941
293   N30W085      30.0010      34.9990     -84.9990     -80.0010  5606169   643831
294   N30W090      30.0010      34.9990     -89.9990     -85.0010  6105710   144290
295   N30W095      30.0010      34.9990     -94.9990     -90.0010  6250000        0
296   N30W100      30.0010      34.9990     -99.9990     -95.0010  6250000        0
297   N30W105      30.0010      34.9990    -104.9990    -100.0010  6250000        0
298   N30W110      30.0010      34.9990    -109.9990    -105.0010  6250000        0
299   N30W115      30.0010      34.9990    -114.9990    -110.0010  5741679   508321
300   N30W120      30.0010      34.9990    -119.9990    -115.0010  3370228  2879772
301   N30W125      30.0010      34.9990    -124.9990    -120.0010   150276  6099724
302   N35E000      35.0010      39.9990       0.0010       4.9990  2521471  3728529
303   N35E005      35.0010      39.9990       5.0010       9.9990  3039039  3210961
304   N35E010      35.0010      39.9990      10.0010      14.9990  1458005  4791995
305   N35E015      35.0010      39.9990      15.0010      19.9990   874088  5375912
306   N35E020      35.0010      39.9990      20.0010      24.9990  3301842  2948158
307   N35E025      35.0010      39.9990      25.0010      29.9990  4198591  2051409
308   N35E030      35.0010      39.9990      30.0010      34.9990  4834764  1415236
309   N35E035      35.0010      39.9990      35.0010      39.9990  5957536   292464
310   N35E040      35.0010      39.9990      40.0010      44.9990  6250000        0
311   N35E045      35.0010      39.9990      45.0010      49.9990  6250000        0
312   N35E050      35.0010      39.9990      50.0010      54.9990  6250000        0
313   N35E055      35.0010      39.9990      55.0010      59.9990  6250000        0
314   N35E060      35.0010      39.9990      60.0010      64.9990  6250000        0
315   N35E065      35.0010      39.9990      65.0010      69.9990  6250000        0
316   N35E070      35.0010      39.9990      70.0010      74.9990  6250000        0
317   N35E075      35.0010      39.9990      75.0010      79.9990  6250000        0
318   N35E080      35.0010      39.9990      80.0010      84.9990  6250000        0
319   N35E085      35.0010      39.9990      85.0010      89.9990  6250000        0
320   N35E090      35.0010      39.9990      90.0010      94.9990  6250000        0
321   N35E095      35.0010      39.9990      95.0010      99.9990  6250000        0
322   N35E100      35.0010      39.9990     100.0010     104.9990  6250000        0
323   N35E105      35.0010      39.9990     105.0010     109.9990  6250000        0
324   N35E110      35.0010      39.9990     110.0010     114.9990  6250000        0
325   N35E115      35.0010      39.9990     115.0010     119.9990  5460033   789967
326   N35E120      35.0010      39.9990     120.0010     124.9990  1824893  4425107
327   N35E125      35.0010      39.9990     125.0010     129.9990  4320759  1929241
328   N35E130      35.0010      39.9990     130.0010     134.9990   514107  5735893
329   N35E135      35.0010      39.9990     135.0010     139.9990  2911321  3338679
330   N35E140      35.0010      39.9990     140.0010     144.9990  1559836  4690164
331   N35W005      35.0010      39.9990      -4.9990      -0.0010  4326512  1923488
332   N35W010      35.0010      39.9990      -9.9990      -5.0010  3738095  2511905
333   N35W025      35.0010      39.9990     -24.9990     -20.0010    11927  6238073
334   N35W030      35.0010      39.9990     -29.9990     -25.0010   259182  5990818
335   N35W035      35.0010      39.9990     -34.9990     -30.0010    35560  6214440
336   N35W075      35.0010      39.9990     -74.9990     -70.0010   209925  6040075
337   N35W080      35.0010      39.9990     -79.9990     -75.0010  5753960   496040
338   N35W085      35.0010      39.9990     -84.9990     -80.0010  6250000        0
339   N35W090      35.0010      39.9990     -89.9990     -85.0010  6250000        0
340   N35W095      35.0010      39.9990     -94.9990     -90.0010  6250000        0
341   N35W100      35.0010      39.9990     -99.9990     -95.0010  6250000        0
342   N35W105      35.0010      39.9990    -104.9990    -100.0010  6250000        0
343   N35W110      35.0010      39.9990    -109.9990    -105.0010  6250000        0
344   N35W115      35.0010      39.9990    -114.9990    -110.0010  6250000        0
345   N35W120      35.0010      39.9990    -119.9990    -115.0010  6250000        0
346   N35W125      35.0010      39.9990    -124.9990    -120.0010  3305087  2944913
347   N40E000      40.0010      44.9990       0.0010       4.9990  4038799  2211201
348   N40E005      40.0010      44.9990       5.0010       9.9990  2666715  3583285
349   N40E010      40.0010      44.9990      10.0010      14.9990  3407364  2842636
350   N40E015      40.0010      44.9990      15.0010      19.9990  4432700  1817300
351   N40E020      40.0010      44.9990      20.0010      24.9990  6108732   141268
352   N40E025      40.0010      44.9990      25.0010      29.9990  6020952   229048
353   N40E030      40.0010      44.9990      30.0010      34.9990  6250000        0
354   N40E035      40.0010      44.9990      35.0010      39.9990  6250000        0
355   N40E040      40.0010      44.9990      40.0010      44.9990  6250000        0
356   N40E045      40.0010      44.9990      45.0010      49.9990  6250000        0
357   N40E050      40.0010      44.9990      50.0010      54.9990  6250000        0
358   N40E055      40.0010      44.9990      55.0010      59.9990  6250000        0
359   N40E060      40.0010      44.9990      60.0010      64.9990  6250000        0
360   N40E065      40.0010      44.9990      65.0010      69.9990  6250000        0
361   N40E070      40.0010      44.9990      70.0010      74.9990  6250000        0
362   N40E075      40.0010      44.9990      75.0010      79.9990  6250000        0
363   N40E080      40.0010      44.9990      80.0010      84.9990  6250000        0
364   N40E085      40.0010      44.9990      85.0010      89.9990  6250000        0
365   N40E090      40.0010      44.9990      90.0010      94.9990  6250000        0
366   N40E095      40.0010      44.9990      95.0010      99.9990  6250000        0
367   N40E100      40.0010      44.9990     100.0010     104.9990  6250000        0
368   N40E105      40.0010      44.9990     105.0010     109.9990  6250000        0
369   N40E110      40.0010      44.9990     110.0010     114.9990  6250000        0
370   N40E115      40.0010      44.9990     115.0010     119.9990  6250000        0
371   N40E120      40.0010      44.9990     120.0010     124.9990  6024549   225451
372   N40E125      40.0010      44.9990     125.0010     129.9990  6040113   209887
373   N40E130      40.0010      44.9990     130.0010     134.9990  2933129  3316871
374   N40E135      40.0010      44.9990     135.0010     139.9990   522023  5727977
375   N40E140      40.0010      44.9990     140.0010     144.9990  3001228  3248772
376   N40E145      40.0010      44.9990     145.0010     149.9990   479511  5770489
377   N40W005      40.0010      44.9990      -4.9990      -0.0010  4917781  1332219
378   N40W010      40.0010      44.9990      -9.9990      -5.0010  3682843  2567157
379   N40W060      40.0010      44.9990     -59.9990     -55.0010    23787  6226213
380   N40W065      40.0010      44.9990     -64.9990     -60.0010   495748  5754252
381   N40W070      40.0010      44.9990     -69.9990     -65.0010  1300148  4949852
382   N40W075      40.0010      44.9990     -74.9990     -70.0010  5166934  1083066
383   N40W080      40.0010      44.9990     -79.9990     -75.0010  6250000        0
384   N40W085      40.0010      44.9990     -84.9990     -80.0010  6250000        0
385   N40W090      40.0010      44.9990     -89.9990     -85.0010  6250000        0
386   N40W095      40.0010      44.9990     -94.9990     -90.0010  6250000        0
387   N40W100      40.0010      44.9990     -99.9990     -95.0010  6250000        0
388   N40W105      40.0010      44.9990    -104.9990    -100.0010  6250000        0
389   N40W110      40.0010      44.9990    -109.9990    -105.0010  6250000        0
390   N40W115      40.0010      44.9990    -114.9990    -110.0010  6250000        0
391   N40W120      40.0010      44.9990    -119.9990    -115.0010  6250000        0
392   N40W125      40.0010      44.9990    -124.9990    -120.0010  5442118   807882
393   N45E000      45.0010      49.9990       0.0010       4.9990  6224683    25317
394   N45E005      45.0010      49.9990       5.0010       9.9990  6250000        0
395   N45E010      45.0010      49.9990      10.0010      14.9990  6128825   121175
396   N45E015      45.0010      49.9990      15.0010      19.9990  6250000        0
397   N45E020      45.0010      49.9990      20.0010      24.9990  6250000        0
398   N45E025      45.0010      49.9990      25.0010      29.9990  6250000        0
